PublicationDate,countryName,reportingYear,Pollutant,Releases
12/15/2025,France,2020,Cadmium and compounds (as Cd),979.499997
12/15/2025,France,2024,Halons,63.100002
12/15/2025,Slovakia,2010,Nickel and compounds (as Ni),836.3
12/15/2025,Spain,2015,Vinyl chloride,28240
12/15/2025,Netherlands,2012,Sulphur oxides (SOX),29774000
12/15/2025,Italy,2022,Perfluorocarbons (PFCs),54357
12/15/2025,Netherlands,2013,Vinyl chloride,14360
12/15/2025,Netherlands,2017,Naphthalene,2668
12/15/2025,Netherlands,2017,Polycyclic aromatic hydrocarbons (PAHs),66.2
12/15/2025,Slovakia,2009,Vinyl chloride,44300
12/15/2025,Denmark,2023,Sulphur oxides (SOX),3760839.1
12/15/2025,Romania,2018,Mercury and compounds (as Hg),145.8
12/15/2025,Switzerland,2021,Ammonia (NH3),438481.45
12/15/2025,Bulgaria,2013,Zinc and compounds (as Zn),944
12/15/2025,Netherlands,2024,Hydrogen cyanide (HCN),152614
12/15/2025,Germany,2010,Ethylene oxide,1230
12/15/2025,Greece,2009,Hydro-fluorocarbons (HFCS),150
12/15/2025,Slovenia,2022,Carbon dioxide (CO2) excluding biomass,1192793000
12/15/2025,Greece,2013,PCDD + PCDF (dioxins + furans) (as Teq),0.680653
12/15/2025,Ireland,2010,Nitrogen oxides (NOX),18348000
12/15/2025,Switzerland,2008,Nitrogen oxides (NOX),5266000
12/15/2025,Latvia,2023,Carbon dioxide (CO2),1959000000
12/15/2025,France,2022,Chlorofluorocarbons (CFCs),660.699997
12/15/2025,Norway,2007,Vinyl chloride,34740
12/15/2025,Portugal,2009,Non-methane volatile organic compounds (NMVOC),9795000
12/15/2025,Italy,2022,Hydrogen cyanide (HCN),2644.8
12/15/2025,Greece,2021,Zinc and compounds (as Zn),21682
12/15/2025,Netherlands,2008,Chromium and compounds (as Cr),1067
12/15/2025,Greece,2013,Dichloromethane (DCM),32840
12/15/2025,Ireland,2010,Nitrous oxide (N2O),150700
12/15/2025,Serbia,2023,Non-methane volatile organic compounds (NMVOC),786000
12/15/2025,Finland,2020,Chromium and compounds (as Cr),3191
12/15/2025,Bulgaria,2012,Zinc and compounds (as Zn),2820
12/15/2025,Switzerland,2014,Sulphur oxides (SOX),2476000
12/15/2025,Romania,2010,Mercury and compounds (as Hg),1192.3
12/15/2025,Austria,2024,Nickel and compounds (as Ni),109
12/15/2025,Germany,2022,Lead and compounds (as Pb),11731
12/15/2025,Netherlands,2020,Naphthalene,2097
12/15/2025,Finland,2016,Polychlorinated biphenyls (PCBs),4.8
12/15/2025,Belgium,2018,Tetrachloromethane (TCM),931
12/15/2025,Denmark,2021,Polycyclic aromatic hydrocarbons (PAHs),0.0042
12/15/2025,Slovenia,2012,Chlorine and inorganic compounds (as HCl),67100
12/15/2025,Greece,2012,Hydrogen cyanide (HCN),1150
12/15/2025,Austria,2007,Lead and compounds (as Pb),2679
12/15/2025,Latvia,2018,Methane (CH4),235000
12/15/2025,Croatia,2018,Non-methane volatile organic compounds (NMVOC),440000
12/15/2025,Ireland,2007,Hydrochlorofluorocarbons (HCFCs),3317.88
12/15/2025,Ireland,2007,Hydro-fluorocarbons (HFCS),3000
12/15/2025,Cyprus,2022,Carbon dioxide (CO2) excluding biomass,4270000000
12/15/2025,Romania,2016,Sulphur oxides (SOX),62894000
12/15/2025,Greece,2010,Chromium and compounds (as Cr),4430
12/15/2025,Denmark,2007,Benzene,3340
12/15/2025,Norway,2012,Copper and compounds (as Cu),3776
12/15/2025,Belgium,2008,Trichloromethane,6240
12/15/2025,Italy,2012,Tetrachloromethane (TCM),5530
12/15/2025,Netherlands,2012,Perfluorocarbons (PFCs),212
12/15/2025,Germany,2015,Naphthalene,7110
12/15/2025,Denmark,2016,PCDD + PCDF (dioxins + furans) (as Teq),0.00011
12/15/2025,Belgium,2022,Benzene,46980
12/15/2025,Austria,2010,Lead and compounds (as Pb),1415
12/15/2025,Czechia,2020,Di-(2-ethyl hexyl) phthalate (DEHP),16.73
12/15/2025,Norway,2017,Carbon dioxide (CO2),24689000000
12/15/2025,Denmark,2016,Nitrogen oxides (NOX),13289000
12/15/2025,Lithuania,2017,Carbon monoxide (CO),7354000
12/15/2025,Austria,2010,Benzene,3800
12/15/2025,Poland,2010,Trichloromethane,1530
12/15/2025,Netherlands,2011,Carbon dioxide (CO2),92434000000
12/15/2025,United Kingdom,2013,Non-methane volatile organic compounds (NMVOC),91773000
12/15/2025,Slovakia,2011,Mercury and compounds (as Hg),259.3
12/15/2025,Denmark,2021,Nickel and compounds (as Ni),1.531
12/15/2025,Germany,2015,Tetrachloromethane (TCM),1184
12/15/2025,Norway,2011,Lead and compounds (as Pb),1070
12/15/2025,Slovakia,2011,Vinyl chloride,52800
12/15/2025,Hungary,2018,Carbon monoxide (CO),20865000
12/15/2025,Latvia,2011,Methane (CH4),120000
12/15/2025,Latvia,2011,Non-methane volatile organic compounds (NMVOC),342000
12/15/2025,Poland,2009,Polycyclic aromatic hydrocarbons (PAHs),19037
12/15/2025,France,2016,Arsenic and compounds (as As),383
12/15/2025,Slovakia,2011,Nickel and compounds (as Ni),2226.7
12/15/2025,Denmark,2022,Total organic carbon(as total C or COD/3) (TOC),3476
12/15/2025,Hungary,2010,Carbon monoxide (CO),25281000
12/15/2025,Netherlands,2014,Ammonia (NH3),2507300
12/15/2025,Slovakia,2011,Ammonia (NH3),840300
12/15/2025,Finland,2015,PCDD + PCDF (dioxins + furans) (as Teq),0.0021
12/15/2025,Denmark,2013,Zinc and compounds (as Zn),666
12/15/2025,Greece,2023,Zinc and compounds (as Zn),23692.6
12/15/2025,Latvia,2016,Trichloromethane,922
12/15/2025,Sweden,2020,Hydro-fluorocarbons (HFCS),1263
12/15/2025,Slovakia,2008,"1,2-dichloroethane (DCE-1,2)",40800
12/15/2025,France,2012,Sulphur hexafluoride (SF6),6225
12/15/2025,Germany,2017,Polychlorinated biphenyls (PCBs),1.84
12/15/2025,Finland,2023,Nitrogen oxides (NOX),30426000
12/15/2025,Hungary,2007,Arsenic and compounds (as As),141.5
12/15/2025,Latvia,2018,Nitrogen oxides (NOX),3963000
12/15/2025,Spain,2020,Trichlorobenzenes (TCB),91
12/15/2025,Finland,2023,Benzene,91390
12/15/2025,Greece,2024,Nitrous oxide (N2O),196090
12/15/2025,Ireland,2007,Perfluorocarbons (PFCs),14800
12/15/2025,Greece,2024,Hydrogen cyanide (HCN),1816
12/15/2025,Switzerland,2019,Trichloroethylene (TRI),6900
12/15/2025,Slovenia,2019,Fluorine and inorganic compounds (as HF),42158
12/15/2025,Netherlands,2007,Nickel and compounds (as Ni),8206.9
12/15/2025,Austria,2009,Benzene,9070
12/15/2025,Austria,2009,Lead and compounds (as Pb),834
12/15/2025,Lithuania,2008,Nitrous oxide (N2O),5590000
12/15/2025,Switzerland,2013,Carbon monoxide (CO),9052000
12/15/2025,Portugal,2014,Arsenic and compounds (as As),1176.9
12/15/2025,Germany,2011,Perfluorocarbons (PFCs),12211
12/15/2025,Portugal,2016,Copper and compounds (as Cu),684
12/15/2025,Iceland,2013,PCDD + PCDF (dioxins + furans) (as Teq),0.00031
12/15/2025,Italy,2013,Anthracene,883
12/15/2025,Iceland,2019,Fluorine and inorganic compounds (as HF),324326
12/15/2025,Switzerland,2014,Polycyclic aromatic hydrocarbons (PAHs),90
12/15/2025,Portugal,2011,Non-methane volatile organic compounds (NMVOC),9919000
12/15/2025,Slovakia,2020,Benzene,44700
12/15/2025,Slovakia,2007,Fluorine and inorganic compounds (as HF),37510
12/15/2025,Netherlands,2020,PCDD + PCDF (dioxins + furans) (as Teq),0.00086039
12/15/2025,Romania,2018,Arsenic and compounds (as As),406
12/15/2025,Ireland,2020,Carbon monoxide (CO),3489481.518
12/15/2025,Latvia,2008,Dichloromethane (DCM),2720
12/15/2025,Denmark,2010,Hydrogen cyanide (HCN),1284
12/15/2025,Poland,2023,Di-(2-ethyl hexyl) phthalate (DEHP),54
12/15/2025,Estonia,2014,Benzene,100000
12/15/2025,Switzerland,2021,Polycyclic aromatic hydrocarbons (PAHs),15
12/15/2025,Slovakia,2018,Non-methane volatile organic compounds (NMVOC),5244000
12/15/2025,Italy,2011,Tetrachloroethylene,2650
12/15/2025,Hungary,2009,Carbon monoxide (CO),21627000
12/15/2025,Romania,2011,Particulate matter (PM10),15891000
12/15/2025,Belgium,2024,Tetrachloroethylene,4700
12/15/2025,Greece,2020,PCDD + PCDF (dioxins + furans) (as Teq),0.000538
12/15/2025,Greece,2020,Polycyclic aromatic hydrocarbons (PAHs),160.8
12/15/2025,Poland,2024,Vinyl chloride,31700
12/15/2025,Belgium,2016,Carbon dioxide (CO2),45198000000
12/15/2025,Greece,2010,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",235
12/15/2025,Denmark,2011,Particulate matter (PM10),175900
12/15/2025,Cyprus,2014,Carbon dioxide (CO2),4450000000
12/15/2025,Romania,2011,Mercury and compounds (as Hg),1269.9
12/15/2025,Netherlands,2014,Tetrachloromethane (TCM),1860
12/15/2025,Belgium,2016,Fluorine and inorganic compounds (as HF),75740
12/15/2025,Romania,2008,"1,2-dichloroethane (DCE-1,2)",4050
12/15/2025,Portugal,2010,Fluorine and inorganic compounds (as HF),65360
12/15/2025,Portugal,2013,Chlorine and inorganic compounds (as HCl),308800
12/15/2025,Estonia,2024,Arsenic and compounds (as As),297.5
12/15/2025,Luxembourg,2021,Zinc and compounds (as Zn),3010
12/15/2025,Portugal,2010,Vinyl chloride,8120
12/15/2025,Denmark,2012,Arsenic and compounds (as As),21
12/15/2025,Iceland,2007,Carbon dioxide (CO2),1084000000
12/15/2025,Hungary,2023,Benzene,1010
12/15/2025,Portugal,2017,Tetrachloroethylene,18800
12/15/2025,Iceland,2012,Sulphur oxides (SOX),13050000
12/15/2025,Ireland,2008,Cadmium and compounds (as Cd),24
12/15/2025,Belgium,2011,Trichlorobenzenes (TCB),16
12/15/2025,Estonia,2016,Particulate matter (PM10),2444000
12/15/2025,Malta,2009,Hydrochlorofluorocarbons (HCFCs),22
12/15/2025,Poland,2024,Total organic carbon(as total C or COD/3) (TOC),58000
12/15/2025,Bulgaria,2007,Chromium and compounds (as Cr),856
12/15/2025,Czechia,2014,Zinc and compounds (as Zn),7335
12/15/2025,Spain,2023,Carbon monoxide (CO),122616000
12/15/2025,Finland,2019,Fluorine and inorganic compounds (as HF),66930
12/15/2025,Czechia,2013,Nitrous oxide (N2O),740100
12/15/2025,France,2016,Hydrochlorofluorocarbons (HCFCs),50750.12
12/15/2025,Italy,2020,Ammonia (NH3),22749423.3
12/15/2025,Greece,2014,Methane (CH4),21139000
12/15/2025,Portugal,2008,Ammonia (NH3),7346000
12/15/2025,United Kingdom,2014,Toluene,17700
12/15/2025,France,2010,Hydro-fluorocarbons (HFCS),242439
12/15/2025,United Kingdom,2010,Benzene,1186170
12/15/2025,France,2014,Ammonia (NH3),15507600
12/15/2025,Italy,2011,Copper and compounds (as Cu),5433
12/15/2025,Portugal,2024,Lead and compounds (as Pb),2420
12/15/2025,Switzerland,2018,PCDD + PCDF (dioxins + furans) (as Teq),0.010096
12/15/2025,Italy,2020,Chlorine and inorganic compounds (as HCl),179802.8
12/15/2025,Czechia,2020,Sulphur oxides (SOX),45613553.86
12/15/2025,Switzerland,2011,Methane (CH4),692000
12/15/2025,Portugal,2008,Fluorine and inorganic compounds (as HF),86700
12/15/2025,Poland,2008,Mercury and compounds (as Hg),5240.4
12/15/2025,Slovakia,2009,Mercury and compounds (as Hg),268.6
12/15/2025,United Kingdom,2017,Cadmium and compounds (as Cd),339.1
12/15/2025,Hungary,2014,Copper and compounds (as Cu),146
12/15/2025,Germany,2016,Methane (CH4),133581000
12/15/2025,United Kingdom,2013,Chlorofluorocarbons (CFCs),42110.3
12/15/2025,Spain,2018,Fluorine and inorganic compounds (as HF),765440
12/15/2025,France,2014,Particulate matter (PM10),2476900
12/15/2025,Poland,2019,Chlorine and inorganic compounds (as HCl),9842100
12/15/2025,Germany,2020,Carbon dioxide (CO2),3.25093E+11
12/15/2025,Sweden,2010,Carbon dioxide (CO2),55116000000
12/15/2025,Germany,2009,Zinc and compounds (as Zn),62948
12/15/2025,Germany,2010,Zinc and compounds (as Zn),67425
12/15/2025,France,2023,Benzene,187070
12/15/2025,France,2014,Mercury and compounds (as Hg),2354.7
12/15/2025,Romania,2019,Mercury and compounds (as Hg),151.3
12/15/2025,Latvia,2020,Naphthalene,210
12/15/2025,Spain,2009,Trichloromethane,91700
12/15/2025,Romania,2016,Ammonia (NH3),20168700
12/15/2025,Norway,2008,Arsenic and compounds (as As),575.6
12/15/2025,Ireland,2011,Particulate matter (PM10),422000
12/15/2025,Czechia,2009,Non-methane volatile organic compounds (NMVOC),4969000
12/15/2025,Czechia,2010,Non-methane volatile organic compounds (NMVOC),6397000
12/15/2025,Hungary,2009,Carbon dioxide (CO2),21874000000
12/15/2025,Austria,2024,Zinc and compounds (as Zn),6194
12/15/2025,Estonia,2007,Chromium and compounds (as Cr),9622
12/15/2025,Estonia,2007,Mercury and compounds (as Hg),589
12/15/2025,Germany,2009,Tetrachloroethylene,5280
12/15/2025,Denmark,2024,Particulate matter (PM10),210856.8908
12/15/2025,Denmark,2022,Nitrous oxide (N2O),206830.1626
12/15/2025,Netherlands,2017,Benzene,58540
12/15/2025,Denmark,2024,Carbon dioxide (CO2),13318253711
12/15/2025,Sweden,2009,Chlorine and inorganic compounds (as HCl),475700
12/15/2025,Sweden,2024,Lead and compounds (as Pb),1286
12/15/2025,France,2021,Carbon dioxide (CO2),88481999744
12/15/2025,France,2015,Non-methane volatile organic compounds (NMVOC),50310000
12/15/2025,United Kingdom,2018,Methane (CH4),250126000
12/15/2025,Estonia,2007,Particulate matter (PM10),10579000
12/15/2025,Belgium,2020,Cadmium and compounds (as Cd),146.2
12/15/2025,Denmark,2022,Non-methane volatile organic compounds (NMVOC),3295864.488
12/15/2025,Belgium,2015,Naphthalene,4917
12/15/2025,Sweden,2018,Chlorine and inorganic compounds (as HCl),120800
12/15/2025,Poland,2007,Copper and compounds (as Cu),36351
12/15/2025,Germany,2007,Benzene,305800
12/15/2025,United Kingdom,2016,Naphthalene,5751
12/15/2025,Sweden,2008,Ammonia (NH3),2559900
12/15/2025,Italy,2019,Chromium and compounds (as Cr),2450.049
12/15/2025,Sweden,2008,Mercury and compounds (as Hg),105.9
12/15/2025,Spain,2017,Zinc and compounds (as Zn),84983
12/15/2025,United Kingdom,2012,Mercury and compounds (as Hg),2750.2
12/15/2025,Slovenia,2011,Naphthalene,2120
12/15/2025,Norway,2009,Cadmium and compounds (as Cd),49.9
12/15/2025,Ireland,2017,Polycyclic aromatic hydrocarbons (PAHs),67.1
12/15/2025,Slovakia,2007,Ethylene oxide,3900
12/15/2025,United Kingdom,2015,Polychlorinated biphenyls (PCBs),3.179
12/15/2025,Norway,2010,PCDD + PCDF (dioxins + furans) (as Teq),0.00155
12/15/2025,Czechia,2010,Hydrochlorofluorocarbons (HCFCs),1551.5
12/15/2025,France,2021,Chromium and compounds (as Cr),1590
12/15/2025,Denmark,2015,PCDD + PCDF (dioxins + furans) (as Teq),0.00025
12/15/2025,United Kingdom,2008,Arsenic and compounds (as As),1288.9
12/15/2025,Poland,2024,Methane (CH4),401957000
12/15/2025,Italy,2017,Non-methane volatile organic compounds (NMVOC),31141000
12/15/2025,Italy,2023,Hydrochlorofluorocarbons (HCFCs),7973.6191
12/15/2025,France,2024,Nickel and compounds (as Ni),6204.399998
12/15/2025,Slovakia,2021,Lead and compounds (as Pb),340
12/15/2025,France,2021,Particulate matter (PM10),5030500
12/15/2025,Greece,2009,Fluorine and inorganic compounds (as HF),271190
12/15/2025,Cyprus,2011,Ammonia (NH3),1555600
12/15/2025,Hungary,2008,Sulphur oxides (SOX),16110000
12/15/2025,Portugal,2011,Vinyl chloride,6770
12/15/2025,Portugal,2015,Ammonia (NH3),7747400
12/15/2025,Switzerland,2018,Polycyclic aromatic hydrocarbons (PAHs),106
12/15/2025,Ireland,2014,Sulphur oxides (SOX),8041000
12/15/2025,Cyprus,2021,Carbon dioxide (CO2) excluding biomass,4240000000
12/15/2025,Finland,2020,Methane (CH4),17105000
12/15/2025,Czechia,2018,Particulate matter (PM10),2106472.809
12/15/2025,Portugal,2019,Arsenic and compounds (as As),389.2
12/15/2025,Netherlands,2007,Hydro-fluorocarbons (HFCS),37153
12/15/2025,Spain,2015,Hydro-fluorocarbons (HFCS),7748
12/15/2025,Greece,2017,Tetrachloroethylene,2160
12/15/2025,Romania,2016,Carbon dioxide (CO2) excluding biomass,63500000
12/15/2025,Greece,2021,Benzene,103760
12/15/2025,Ireland,2016,PCDD + PCDF (dioxins + furans) (as Teq),0.00033
12/15/2025,Spain,2011,Carbon dioxide (CO2),1.20182E+11
12/15/2025,Netherlands,2018,Carbon dioxide (CO2),91643146000
12/15/2025,Switzerland,2012,Polychlorinated biphenyls (PCBs),1.8
12/15/2025,Netherlands,2008,Sulphur oxides (SOX),43809000
12/15/2025,Greece,2017,Arsenic and compounds (as As),1484.7
12/15/2025,Belgium,2007,Hydrochlorofluorocarbons (HCFCs),77216.4
12/15/2025,Germany,2022,PCDD + PCDF (dioxins + furans) (as Teq),0.003518056
12/15/2025,Cyprus,2021,Sulphur oxides (SOX),9017000
12/15/2025,Netherlands,2016,Non-methane volatile organic compounds (NMVOC),10222000
12/15/2025,Poland,2014,Nitrous oxide (N2O),5582900
12/15/2025,Sweden,2024,Perfluorocarbons (PFCs),3388
12/15/2025,France,2020,Copper and compounds (as Cu),5813
12/15/2025,Portugal,2019,Tetrachloroethylene,18100
12/15/2025,Netherlands,2008,Nickel and compounds (as Ni),8309.4
12/15/2025,Belgium,2015,Tetrachloromethane (TCM),383
12/15/2025,Finland,2010,Carbon dioxide (CO2) excluding biomass,38311025000
12/15/2025,Finland,2018,Nickel and compounds (as Ni),5244.4
12/15/2025,Portugal,2014,Nitrous oxide (N2O),749900
12/15/2025,Austria,2022,Chlorine and inorganic compounds (as HCl),30500
12/15/2025,Sweden,2020,Zinc and compounds (as Zn),13125
12/15/2025,Czechia,2013,Sulphur hexafluoride (SF6),96
12/15/2025,Netherlands,2011,Carbon monoxide (CO),92381000
12/15/2025,Germany,2008,Trichloroethylene (TRI),3860
12/15/2025,Romania,2021,Zinc and compounds (as Zn),9100
12/15/2025,Slovakia,2014,Chlorine and inorganic compounds (as HCl),20600
12/15/2025,Czechia,2022,Chlorine and inorganic compounds (as HCl),311960.6389
12/15/2025,Spain,2022,Naphthalene,1577
12/15/2025,Slovakia,2010,Mercury and compounds (as Hg),241.4
12/15/2025,Czechia,2015,Mercury and compounds (as Hg),1991.2
12/15/2025,Greece,2011,Tetrachloromethane (TCM),932
12/15/2025,Latvia,2011,Sulphur oxides (SOX),376000
12/15/2025,Finland,2018,Fluorine and inorganic compounds (as HF),56400
12/15/2025,Finland,2018,Polychlorinated biphenyls (PCBs),5.3
12/15/2025,Denmark,2022,Zinc and compounds (as Zn),72.02
12/15/2025,Norway,2011,Fluoranthene,3194.71
12/15/2025,Sweden,2009,Arsenic and compounds (as As),321.4
12/15/2025,Hungary,2021,Copper and compounds (as Cu),450
12/15/2025,Slovenia,2007,Carbon monoxide (CO),20637000
12/15/2025,Slovenia,2013,Methane (CH4),22569000
12/15/2025,Croatia,2023,Arsenic and compounds (as As),33.4
12/15/2025,Belgium,2014,Chlorofluorocarbons (CFCs),2
12/15/2025,Greece,2024,Arsenic and compounds (as As),185.8
12/15/2025,Norway,2009,Lead and compounds (as Pb),455
12/15/2025,Hungary,2010,Carbon dioxide (CO2),20841000000
12/15/2025,Italy,2019,Particulate matter (PM10),458759.4
12/15/2025,Netherlands,2013,Nickel and compounds (as Ni),994.5
12/15/2025,Bulgaria,2020,Copper and compounds (as Cu),230
12/15/2025,Poland,2021,Nitrous oxide (N2O),4673400
12/15/2025,Spain,2012,Di-(2-ethyl hexyl) phthalate (DEHP),624.6
12/15/2025,Iceland,2010,Polycyclic aromatic hydrocarbons (PAHs),216
12/15/2025,Spain,2013,Di-(2-ethyl hexyl) phthalate (DEHP),199
12/15/2025,Portugal,2007,"1,1,1-trichloroethane (TCE-1,1,1)",5050
12/15/2025,Iceland,2009,Polycyclic aromatic hydrocarbons (PAHs),298
12/15/2025,United Kingdom,2013,Mercury and compounds (as Hg),2850.9
12/15/2025,Netherlands,2018,Chromium and compounds (as Cr),441
12/15/2025,Poland,2022,Dichloromethane (DCM),58840
12/15/2025,Hungary,2012,Arsenic and compounds (as As),22.4
12/15/2025,Spain,2023,Vinyl chloride,27120
12/15/2025,Bulgaria,2020,Nitrous oxide (N2O),334020
12/15/2025,Netherlands,2018,Trichloroethylene (TRI),4000
12/15/2025,Slovenia,2018,PCDD + PCDF (dioxins + furans) (as Teq),0.00016
12/15/2025,Greece,2024,Chlorine and inorganic compounds (as HCl),88600
12/15/2025,Slovenia,2012,Methane (CH4),22083000
12/15/2025,Austria,2007,PCDD + PCDF (dioxins + furans) (as Teq),0.00232
12/15/2025,Slovenia,2019,PCDD + PCDF (dioxins + furans) (as Teq),0.000175
12/15/2025,Switzerland,2013,Carbon dioxide (CO2),7841000000
12/15/2025,Cyprus,2011,Particulate matter (PM10),707400
12/15/2025,Poland,2011,Trichloromethane,2276
12/15/2025,Luxembourg,2009,Benzene,1060
12/15/2025,Switzerland,2013,Methane (CH4),153000
12/15/2025,Slovenia,2024,Mercury and compounds (as Hg),21.768
12/15/2025,Spain,2023,Chlorofluorocarbons (CFCs),4.88
12/15/2025,Luxembourg,2010,Benzene,1400
12/15/2025,Ireland,2024,PCDD + PCDF (dioxins + furans) (as Teq),0.000169
12/15/2025,Switzerland,2019,PCDD + PCDF (dioxins + furans) (as Teq),0.00409
12/15/2025,Cyprus,2011,Mercury and compounds (as Hg),106
12/15/2025,Czechia,2021,Dichloromethane (DCM),5273
12/15/2025,Iceland,2014,Carbon monoxide (CO),60500000
12/15/2025,Finland,2015,Chromium and compounds (as Cr),4308
12/15/2025,Croatia,2014,Mercury and compounds (as Hg),34.7
12/15/2025,Croatia,2015,Non-methane volatile organic compounds (NMVOC),363000
12/15/2025,Portugal,2019,Chlorine and inorganic compounds (as HCl),193800
12/15/2025,Denmark,2018,Hydro-fluorocarbons (HFCS),101.2
12/15/2025,Ireland,2015,Perfluorocarbons (PFCs),2140
12/15/2025,Switzerland,2010,Cadmium and compounds (as Cd),13
12/15/2025,Spain,2022,Tetrachloroethylene,5290
12/15/2025,Denmark,2010,Polychlorinated biphenyls (PCBs),0.43
12/15/2025,Switzerland,2021,Chromium and compounds (as Cr),4.91
12/15/2025,Greece,2020,Chromium and compounds (as Cr),1466
12/15/2025,Sweden,2014,Perfluorocarbons (PFCs),10400
12/15/2025,Finland,2009,Polychlorinated biphenyls (PCBs),2.9
12/15/2025,Slovakia,2012,Cadmium and compounds (as Cd),120.8
